model,scenario,index,region,year,value,units
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2060,12.070721024949039,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2061,11.544175690958896,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2061,11.384899717702938,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2061,11.542596120126095,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2061,11.205001044338392,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2061,10.794839620176889,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2062,11.551871319160433,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2062,11.86278006576839,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2062,11.210378961572045,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2062,11.318097612425394,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2062,12.531061982057418,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2063,11.963996832737614,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2063,11.796475733346362,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2063,12.07420929120673,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2063,10.95890426635742,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2063,11.561537504333941,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2064,11.730374310683505,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2064,11.84152330316229,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2064,11.632586722546627,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2064,10.35759932864345,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2064,13.609431709447191,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2065,11.869820608118474,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2065,11.931571474101387,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2065,12.807885808935769,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2065,10.876074791781226,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2065,10.961029845632444,%
CESM,G6-1.5K-HiLLA,TX10p,NH_midlat,2066,11.729007809505655,%
CESM,G6-1.5K-HiLLA,TX10p,Euro_Atlantic,2066,12.030729423584042,%
CESM,G6-1.5K-HiLLA,TX10p,Mediterranean,2066,12.102872608073014,%
CESM,G6-1.5K-HiLLA,TX10p,Eurasia_high,2066,11.506849288940431,%
CESM,G6-1.5K-HiLLA,TX10p,Northern_Europe,2066,12.382924112140824,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2060,12.13354700801315,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2060,12.003184282476434,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2060,10.981401764542863,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2060,12.63061535296431,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2060,12.586281949666319,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2061,12.129279345590218,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2061,11.995324623277988,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2061,11.955971098397676,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2061,12.65769374349909,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2061,12.52893649796484,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2062,11.975524333872913,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2062,11.935588105976286,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2062,11.959053908687157,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2062,12.440269182187594,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2062,11.178719996579366,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2063,11.956213845367529,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2063,11.794495512550592,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2063,11.947138289590564,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2063,12.462564852321822,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2063,10.629180225606513,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2064,11.952290297980138,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2064,12.184053409897496,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2064,12.601406255985694,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2064,13.971805501462528,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2064,11.415525118509926,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2065,11.48441920282778,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2065,11.77014010301817,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2065,12.438172576916543,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2065,13.863492130613235,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2065,10.159289928680483,%
CESM,G6-1.5K-HiLLA,TN90p,NH_midlat,2066,12.021558988316018,%
CESM,G6-1.5K-HiLLA,TN90p,Euro_Atlantic,2066,12.257364686464975,%
CESM,G6-1.5K-HiLLA,TN90p,Mediterranean,2066,12.71081152019808,%
CESM,G6-1.5K-HiLLA,TN90p,Eurasia_high,2066,13.505892801969786,%
CESM,G6-1.5K-HiLLA,TN90p,Northern_Europe,2066,12.381861243492924,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2060,12.226953187203295,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2060,12.232512983099745,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2060,12.792887379549697,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2060,10.138580749907431,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2060,12.673354453290445,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2061,11.67564447299542,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2061,11.619508770244911,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2061,11.698330558398101,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2061,11.315705966677786,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2061,11.271107163184318,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2062,11.62932717187502,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2062,11.810592224942269,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2062,11.590674244677896,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2062,11.593664617978577,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2062,12.529999176247856,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2063,12.189045616287258,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2063,11.88155799702019,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2063,12.511415653565159,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2063,10.439631651733716,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2063,11.121374418276272,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2064,11.522191335018173,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2064,11.67876365993697,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2064,11.605672674063968,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2064,10.166456291928139,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2064,13.334927445940297,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2065,11.946913806831258,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2065,11.904881621623556,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2065,12.739059282584373,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2065,11.205798387114145,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2065,11.562600310143504,%
CESM,G6-1.5K-HiLLA,TN10p,NH_midlat,2066,11.841119256276274,%
CESM,G6-1.5K-HiLLA,TN10p,Euro_Atlantic,2066,12.178378873916088,%
CESM,G6-1.5K-HiLLA,TN10p,Mediterranean,2066,12.468169435688683,%
CESM,G6-1.5K-HiLLA,TN10p,Eurasia_high,2066,11.424816965850162,%
CESM,G6-1.5K-HiLLA,TN10p,Northern_Europe,2066,12.32929857503033,%
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2060,0.19939239933184166,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2060,0.2260388001849049,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2060,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2060,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2060,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2061,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2061,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2061,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2061,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2061,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2062,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2062,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2062,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2062,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2062,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2063,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2063,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2063,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2063,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2063,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2064,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2064,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2064,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2064,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2064,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2065,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2065,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2065,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2065,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2065,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,NH_midlat,2066,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Euro_Atlantic,2066,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Mediterranean,2066,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Eurasia_high,2066,0.0,days
CESM,G6-1.5K-HiLLA,WSDI,Northern_Europe,2066,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2060,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2060,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2060,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2060,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2060,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2061,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2061,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2061,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2061,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2061,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2062,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2062,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2062,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2062,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2062,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2063,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2063,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2063,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2063,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2063,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2064,0.13147699430930002,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2064,0.14904731647334077,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2064,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2064,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2064,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2065,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2065,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2065,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2065,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2065,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,NH_midlat,2066,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Euro_Atlantic,2066,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Mediterranean,2066,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Eurasia_high,2066,0.0,days
CESM,G6-1.5K-HiLLA,CSDI,Northern_Europe,2066,0.0,days
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2060,101.01883710479194,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2060,98.83255047829213,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2060,83.19602555378283,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2060,80.83387711069254,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2060,127.61304001471794,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2061,89.83652985139953,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2061,87.67173242429355,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2061,77.25715059841481,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2061,98.48657319345526,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2061,107.70372747316875,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2062,101.6012881864146,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2062,99.57863873114158,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2062,121.6793536260216,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2062,132.31147535110833,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2062,93.86198872359837,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2063,97.41272431188786,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2063,90.39209668416918,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2063,118.80762439596978,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2063,60.576269834859616,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2063,60.78772977465546,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2064,87.30135115235586,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2064,96.07999687379747,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2064,92.32878769839382,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2064,81.95482505528065,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2064,101.85633070080506,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2065,107.49952246835042,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2065,103.88146396743953,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2065,82.44525536015767,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2065,116.6622298629727,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2065,131.77723502572124,mm
CESM,G6-1.5K-HiLLA,R95p,NH_midlat,2066,102.32875490121238,mm
CESM,G6-1.5K-HiLLA,R95p,Euro_Atlantic,2066,98.6555860776562,mm
CESM,G6-1.5K-HiLLA,R95p,Mediterranean,2066,91.16956409951253,mm
CESM,G6-1.5K-HiLLA,R95p,Eurasia_high,2066,115.32668387676594,mm
CESM,G6-1.5K-HiLLA,R95p,Northern_Europe,2066,96.98641509177325,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2060,31.60091587867856,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2060,33.9363364339446,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2060,23.509285264272762,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2060,17.89697608758459,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2060,54.39439737530198,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2061,26.186168517124017,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2061,27.19248339247446,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2061,26.28645294646338,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2061,17.813207220340004,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2061,33.24492124334498,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2062,29.560662490291946,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2062,26.83722883205553,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2062,41.33089683858686,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2062,42.413943348307555,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2062,22.288937250398977,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2063,27.03501327634344,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2063,25.763837912981753,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2063,34.95454231195405,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2063,25.039902025606164,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2063,10.975969996616225,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2064,20.72770968859049,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2064,24.976288577835696,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2064,16.488762010424207,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2064,20.92680704189954,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2064,23.7393593741265,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2065,27.415197445132232,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2065,28.22961157693549,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2065,18.073828257328614,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2065,24.73626148715836,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2065,43.102892715122564,mm
CESM,G6-1.5K-HiLLA,R99p,NH_midlat,2066,28.101970410114937,mm
CESM,G6-1.5K-HiLLA,R99p,Euro_Atlantic,2066,32.38529862664968,mm
CESM,G6-1.5K-HiLLA,R99p,Mediterranean,2066,32.7633656603406,mm
CESM,G6-1.5K-HiLLA,R99p,Eurasia_high,2066,46.993091040750684,mm
CESM,G6-1.5K-HiLLA,R99p,Northern_Europe,2066,32.578237610648664,mm
MIROC,G6-1.5K-SAI,SU,NH_midlat,2060,136.09317561696574,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2060,116.64617904242071,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2060,166.56172915869323,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2060,36.63366103119812,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2060,33.41274200781602,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2061,135.03486475841723,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2061,115.98903605239906,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2061,162.52310475461476,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2061,33.54355368444052,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2061,35.610414324700166,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2062,136.70641598168928,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2062,116.96474533062324,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2062,164.34913665773644,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2062,33.747045209114304,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2062,37.53676460868594,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2063,136.54474492416549,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2063,116.2482767542353,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2063,164.97717892032466,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2063,40.828423744187454,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2063,33.87785688573879,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2064,135.4092369654743,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2064,116.34114592025348,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2064,164.14627939706185,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2064,34.74122600132466,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2064,36.872037677949145,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2065,134.47345646095854,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2065,115.12014060026813,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2065,162.89506249202654,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2065,35.84006215976674,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2065,32.478632780110736,days
MIROC,G6-1.5K-SAI,SU,NH_midlat,2066,137.33572827162044,days
MIROC,G6-1.5K-SAI,SU,Euro_Atlantic,2066,117.23983028719006,days
MIROC,G6-1.5K-SAI,SU,Mediterranean,2066,163.74208189674292,days
MIROC,G6-1.5K-SAI,SU,Eurasia_high,2066,36.23831639742985,days
MIROC,G6-1.5K-SAI,SU,Northern_Europe,2066,38.26544257578756,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2060,20.607848888921428,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2060,39.251763935491795,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2060,4.310828810708435,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2060,87.68903387918145,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2060,98.35085120602342,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2061,20.629658172018257,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2061,39.57398341896213,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2061,4.589417858509734,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2061,88.98845195840248,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2061,99.08534838091468,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2062,19.675880046721748,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2062,38.81953345878555,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2062,2.9066313103894976,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2062,85.59601692852902,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2062,100.5524029947673,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2063,20.59334007910285,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2063,39.18032936398276,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2063,3.212592500956813,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2063,89.28787003762352,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2063,96.55046325883742,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2064,20.606720468363378,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2064,39.73959195247966,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2064,4.589417858509734,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2064,82.48845195840248,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2064,98.75395478351123,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2065,20.317834886467725,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2065,38.794929726181486,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2065,4.283456667942418,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2065,88.08437851294973,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2065,97.61829376706204,days
MIROC,G6-1.5K-SAI,ID,NH_midlat,2066,20.81309048961959,days
MIROC,G6-1.5K-SAI,ID,Euro_Atlantic,2066,39.19695167728234,days
MIROC,G6-1.5K-SAI,ID,Mediterranean,2066,4.157848215424777,days
MIROC,G6-1.5K-SAI,ID,Eurasia_high,2066,88.88670619606559,days
MIROC,G6-1.5K-SAI,ID,Northern_Europe,2066,100.3527909419533,days
MIROC,G6-1.5K-SAI,FD,NH_midlat,2060,62.279481902394856,days
MIROC,G6-1.5K-SAI,FD,Euro_Atlantic,2060,82.65654875956886,days
MIROC,G6-1.5K-SAI,FD,Mediterranean,2060,36.132309650739465,days
MIROC,G6-1.5K-SAI,FD,Eurasia_high,2060,159.680305067497,days
MIROC,G6-1.5K-SAI,FD,Northern_Europe,2060,166.46517512724392,days
MIROC,G6-1.5K-SAI,FD,NH_midlat,2061,62.49120620367738,days
MIROC,G6-1.5K-SAI,FD,Euro_Atlantic,2061,83.67234966084776,days
MIROC,G6-1.5K-SAI,FD,Mediterranean,2061,34.15968179350548,days
MIROC,G6-1.5K-SAI,FD,Eurasia_high,2061,159.47390393892834,days
MIROC,G6-1.5K-SAI,FD,Northern_Europe,2061,165.27526175407928,days
MIROC,G6-1.5K-SAI,FD,NH_midlat,2062,61.54907016390518,days
MIROC,G6-1.5K-SAI,FD,Euro_Atlantic,2062,82.60887151687837,days
MIROC,G6-1.5K-SAI,FD,Mediterranean,2062,35.465642984072794,days
MIROC,G6-1.5K-SAI,FD,Eurasia_high,2062,159.4709943350336,days
MIROC,G6-1.5K-SAI,FD,Northern_Europe,2062,162.0717702294055,days
MIROC,G6-1.5K-SAI,FD,NH_midlat,2063,62.07432023494488,days
MIROC,G6-1.5K-SAI,FD,Euro_Atlantic,2063,83.06634416227804,days
MIROC,G6-1.5K-SAI,FD,Mediterranean,2063,32.86984048439173,days
